Object URL,Tags
https://philamuseum.org/images/cad/zoomers/2004-132-30-rec.jpg,"""fashion:Clarifai, wear:Clarifai, garment:Clarifai, shirt:Clarifai, sleeve:Clarifai, jacket:Clarifai, apparel:Clarifai, cotton:Clarifai, dress:Clarifai, elegant:Clarifai, wardrobe:Clarifai, style:Clarifai, shopping:Clarifai, casual:Clarifai, blouse:Clarifai, design:Clarifai, color:Clarifai, boutique:Clarifai, isoluted:Clarifai, modern:Clarifai, women blue purple and brown floral button-up jacket:CloudSight, gray and pink floral button up jacket:CloudSight Hybrid, clothing:Google Vision, outerwear:Google Vision, sleeve:Google Vision, jacket:Google Vision, pattern:Google Vision, visual arts:Google Vision, design:Google Vision, pattern:Google Vision, textile:Google Vision, top:Google Vision, clothing:Amazon Rekognition, apparel:Amazon Rekognition, jacket:Amazon Rekognition, coat:Amazon Rekognition, pattern:Amazon Rekognition, human:Amazon Rekognition, person:Amazon Rekognition, blazer:Amazon Rekognition, paisley:Amazon Rekognition, long sleeve:Amazon Rekognition, sleeve:Amazon Rekognition, shirtwaist:IBM Visual Recognition, shirt button:IBM Visual Recognition, fastener:IBM Visual Recognition, restraint (chains):IBM Visual Recognition, bush jacket:IBM Visual Recognition, coat:IBM Visual Recognition, overgarment:IBM Visual Recognition, garment:IBM Visual Recognition, shirttail:IBM Visual Recognition, fabric:IBM Visual Recognition, camise (shirt):IBM Visual Recognition, shirt:IBM Visual Recognition, blouse:IBM Visual Recognition, work-shirt:IBM Visual Recognition, dress:IBM Visual Recognition, clothing:IBM Visual Recognition, sage green color:IBM Visual Recognition, gray color:IBM Visual Recognition, a man wearing a costume:Microsoft Computer Vision, clothing:Microsoft Computer Vision, person:Microsoft Computer Vision, indoor:Microsoft Computer Vision, man:Microsoft Computer Vision, standing:Microsoft Computer Vision, holding:Microsoft Computer Vision, wearing:Microsoft Computer Vision, yellow:Microsoft Computer Vision, looking:Microsoft Computer Vision, shirt:Microsoft Computer Vision, boy:Microsoft Computer Vision, old:Microsoft Computer Vision, hat:Microsoft Computer Vision, young:Microsoft Computer Vision, table:Microsoft Computer Vision, colorful:Microsoft Computer Vision, phone:Microsoft Computer Vision, woman:Microsoft Computer Vision, white:Microsoft Computer Vision, room:Microsoft Computer Vision, umbrella:Microsoft Computer Vision, bed:Microsoft Computer Vision, cat:Microsoft Computer Vision"","
https://philamuseum.org/images/cad/zoomers/1929-150-13-imls2012.jpg,"""flora:Clarifai, leaf:Clarifai, nature:Clarifai, no person:Clarifai, flower:Clarifai, summer:Clarifai, illustration:Clarifai, color:Clarifai, husk:Clarifai, desktop:Clarifai, tropical:Clarifai, biology:Clarifai, isoluted:Clarifai, decoration:Clarifai, print:Clarifai, garden:Clarifai, bright:Clarifai, flower with red longhorn beetle and butterfly painting:CloudSight, green and white leaf plant:CloudSight Hybrid, flowering plant:Google Vision, flower:Google Vision, plant:Google Vision, botany:Google Vision, plant stem:Google Vision, ginger family:Google Vision, canna family:Google Vision, insect:Google Vision, leaf:Amazon Rekognition, plant:Amazon Rekognition, animal:Amazon Rekognition, insect:Amazon Rekognition, invertebrate:Amazon Rekognition, text:Amazon Rekognition, bird:Amazon Rekognition, honey bee:Amazon Rekognition, bee:Amazon Rekognition, blossom:Amazon Rekognition, flower:Amazon Rekognition, art:Amazon Rekognition, butterfly:Amazon Rekognition, welwitschia (strap like leaves):IBM Visual Recognition, plant:IBM Visual Recognition, petiole:IBM Visual Recognition, spadix:IBM Visual Recognition, leaf shape:IBM Visual Recognition, luna moth:IBM Visual Recognition, moth:IBM Visual Recognition, insect:IBM Visual Recognition, invertebrate:IBM Visual Recognition, animal:IBM Visual Recognition, stanhopea:IBM Visual Recognition, orchid:IBM Visual Recognition, flower:IBM Visual Recognition, flowering plant:IBM Visual Recognition, sage green color:IBM Visual Recognition, pale yellow color:IBM Visual Recognition, a vase of flowers on a table:Microsoft Computer Vision, table:Microsoft Computer Vision, flower:Microsoft Computer Vision, sitting:Microsoft Computer Vision, small:Microsoft Computer Vision, vase:Microsoft Computer Vision, holding:Microsoft Computer Vision, filled:Microsoft Computer Vision, bird:Microsoft Computer Vision, different:Microsoft Computer Vision, white:Microsoft Computer Vision, glass:Microsoft Computer Vision, group:Microsoft Computer Vision"","
https://philamuseum.org/images/cad/zoomers/2004-149-65-pma.jpg,"""illustration:Clarifai, art:Clarifai, people:Clarifai, painting:Clarifai, man:Clarifai, adult:Clarifai, wear:Clarifai, competition:Clarifai, man riding an elephant beside person riding a horse painting:CloudSight, brown and black wooden wall decor:CloudSight Hybrid, painting:Google Vision, art:Google Vision, bullfighting:Google Vision, performance:Google Vision, picture frame:Google Vision, illustration:Google Vision, human:Amazon Rekognition, person:Amazon Rekognition, animal:Amazon Rekognition, art:Amazon Rekognition, leisure activities:Amazon Rekognition, mammal:Amazon Rekognition, painting:Amazon Rekognition, tapestry:IBM Visual Recognition, fabric:IBM Visual Recognition, book jacket:IBM Visual Recognition, wrapping:IBM Visual Recognition, paper based (stamps/currency):IBM Visual Recognition, written document:IBM Visual Recognition, passe-partout (frame):IBM Visual Recognition, framework:IBM Visual Recognition, supporting structure:IBM Visual Recognition, picture frame:IBM Visual Recognition, indian red color:IBM Visual Recognition, olive green color:IBM Visual Recognition, a close up of a book:Microsoft Computer Vision, text:Microsoft Computer Vision, book:Microsoft Computer Vision, photo:Microsoft Computer Vision, table:Microsoft Computer Vision, sitting:Microsoft Computer Vision, old:Microsoft Computer Vision, lying:Microsoft Computer Vision, holding:Microsoft Computer Vision, laying:Microsoft Computer Vision, man:Microsoft Computer Vision, white:Microsoft Computer Vision, stuffed:Microsoft Computer Vision"","
https://philamuseum.org/images/cad/zoomers/1955-94-54.jpg,"""decoration:Clarifai, pattern:Clarifai, vector:Clarifai, ornate:Clarifai, illustration:Clarifai, retro:Clarifai, design:Clarifai, floral:Clarifai, art:Clarifai, picture frame:Clarifai, vintage:Clarifai, flower:Clarifai, antique:Clarifai, margin:Clarifai, texture:Clarifai, element:Clarifai, graphic:Clarifai, style:Clarifai, white-red-and-green eagle and floral print textile:CloudSight, white:CloudSight Hybrid, red:CloudSight Hybrid, and green floral print board:CloudSight Hybrid, textile:Google Vision, pattern:Google Vision, embroidery:Google Vision, rectangle:Google Vision, pattern:Google Vision, visual arts:Google Vision, plant:Google Vision, art:Google Vision, rug:Google Vision, needlework:Google Vision, pattern:Amazon Rekognition, embroidery:Amazon Rekognition, rug:Amazon Rekognition, art:Amazon Rekognition, floral design:Amazon Rekognition, graphics:Amazon Rekognition, stitch:Amazon Rekognition, quilt:Amazon Rekognition, home decor:Amazon Rekognition, screen:IBM Visual Recognition, indoors:IBM Visual Recognition, arabesque (ornament):IBM Visual Recognition, rug:IBM Visual Recognition, floor cover:IBM Visual Recognition, tapestry:IBM Visual Recognition, fabric:IBM Visual Recognition, protective covering:IBM Visual Recognition, maroon color:IBM Visual Recognition, olive green color:IBM Visual Recognition, a close up of furniture:Microsoft Computer Vision, furniture:Microsoft Computer Vision, sitting:Microsoft Computer Vision, large:Microsoft Computer Vision, white:Microsoft Computer Vision"","
https://philamuseum.org/images/cad/zoomers/1929-184-16after-CX.jpg,"""people:Clarifai, group:Clarifai, adult:Clarifai, many:Clarifai, man:Clarifai, child:Clarifai, woman:Clarifai, painting:Clarifai, container:Clarifai, recration:Clarifai, music:Clarifai, room:Clarifai, home:Clarifai, education:Clarifai, art:Clarifai, waear:Clarifai, mammal:Clarifai, two:Clarifai, group:Clarifai, indoors:Clarifai, painting of timeout boxing event:CloudSight, black wooden framed wall decor:CloudSight Hybrid, visual arts:Google Vision, art:Google Vision, painting:Google Vision, human:Amazon Rekognition, person:Amazon Rekognition, chair:Amazon Rekognition, furniture:Amazon Rekognition, leisure activities:Amazon Rekognition, dance pose:Amazon Rekognition, art:Amazon Rekognition, painting:Amazon Rekognition, piano:Amazon Rekognition, musical instrument:Amazon Rekognition, stage:Amazon Rekognition, bar counter:Amazon Rekognition, pub:Amazon Rekognition, musician:Amazon Rekognition, pianist:Amazon Rekognition, performer:Amazon Rekognition, carthorse:IBM Visual Recognition, odd-toed ungulate (hoofed mammal):IBM Visual Recognition, mammal:IBM Visual Recognition, animal:IBM Visual Recognition, torture chamber:IBM Visual Recognition, indoors:IBM Visual Recognition, palanquin (closed litter):IBM Visual Recognition, electric chair:IBM Visual Recognition, coal miner:IBM Visual Recognition, laborer:IBM Visual Recognition, workman:IBM Visual Recognition, person:IBM Visual Recognition, barber shop:IBM Visual Recognition, musical instrument:IBM Visual Recognition, black color:IBM Visual Recognition, a group of people in a room:Microsoft Computer Vision, indoor:Microsoft Computer Vision, chair:Microsoft Computer Vision, table:Microsoft Computer Vision, building:Microsoft Computer Vision, sitting:Microsoft Computer Vision, giraffe:Microsoft Computer Vision, room:Microsoft Computer Vision, front:Microsoft Computer Vision, living:Microsoft Computer Vision, group:Microsoft Computer Vision, standing:Microsoft Computer Vision, woman:Microsoft Computer Vision, man:Microsoft Computer Vision, display:Microsoft Computer Vision, people:Microsoft Computer Vision"","
https://philamuseum.org/images/cad/zoomers/E1924-4-21-pma.jpg,"""sheep:Clarifai, no person:Clarifai, mammal:Clarifai, agriculture:Clarifai, outdoors:Clarifai, livestock:Clarifai, landscape:Clarifai, wildlife:Clarifai, desert:Clarifai, farm:Clarifai, grassland:Clarifai, herd:Clarifai, travel:Clarifai, cattle:Clarifai, hill:Clarifai, lamb:Clarifai, nature:Clarifai, sheep lot:CloudSight, brown and white animal painting:CloudSight Hybrid, herd:Google Vision, sheep:Google Vision, sheep:Google Vision, grazing:Google Vision, herding:Google Vision, grassland:Google Vision, pasture:Google Vision, shepherd:Google Vision, livestock:Google Vision, landscape:Google Vision, animal:Amazon Rekognition, mammal:Amazon Rekognition, sheep:Amazon Rekognition, flock:Amazon Rekognition, herd:Amazon Rekognition, human:Amazon Rekognition, person:Amazon Rekognition, art:Amazon Rekognition, painting:Amazon Rekognition, sheep:IBM Visual Recognition, ruminant:IBM Visual Recognition, mammal:IBM Visual Recognition, animal:IBM Visual Recognition, domestic sheep:IBM Visual Recognition, wild sheep:IBM Visual Recognition, black color:IBM Visual Recognition, gray color:IBM Visual Recognition, a herd of sheep standing on top of a grass covered field:Microsoft Computer Vision, grass:Microsoft Computer Vision, outdoor:Microsoft Computer Vision, sheep:Microsoft Computer Vision, field:Microsoft Computer Vision, grazing:Microsoft Computer Vision, herd:Microsoft Computer Vision, hay:Microsoft Computer Vision, standing:Microsoft Computer Vision, grassy:Microsoft Computer Vision, pasture:Microsoft Computer Vision, large:Microsoft Computer Vision, brown:Microsoft Computer Vision, open:Microsoft Computer Vision, background:Microsoft Computer Vision, group:Microsoft Computer Vision, flock:Microsoft Computer Vision, hill:Microsoft Computer Vision, white:Microsoft Computer Vision, cloudy:Microsoft Computer Vision, green:Microsoft Computer Vision, man:Microsoft Computer Vision"","
https://philamuseum.org/images/cad/zoomers/BST-3-pma.jpg,"""decoration:Clarifai, pattern:Clarifai, art:Clarifai, ornate:Clarifai, antique:Clarifai, retro:Clarifai, design:Clarifai, style:Clarifai, vintage:Clarifai, desktop:Clarifai, texture:Clarifai, floral:Clarifai, illustration:Clarifai, white and brown framed picture of birds:CloudSight, white and gray floral print textile:CloudSight Hybrid, art:Google Vision, illustration:Google Vision, visual arts:Google Vision, drawing:Google Vision, carving:Google Vision, printmaking:Google Vision, black-and-white:Google Vision, pattern:Google Vision, artwork:Google Vision, fictional character:Google Vision, rug:Amazon Rekognition, pattern:Amazon Rekognition, graphics:Amazon Rekognition, art:Amazon Rekognition, floral design:Amazon Rekognition, doodle:Amazon Rekognition, drawing:Amazon Rekognition, pargeting (ornamental plasterwork):IBM Visual Recognition, fabric:IBM Visual Recognition, alabaster color:IBM Visual Recognition, graffiti on a wall:Microsoft Computer Vision, graffiti:Microsoft Computer Vision, stone:Microsoft Computer Vision"","
https://philamuseum.org/images/cad/zoomers/x-11914-pma.jpg,"""no person:Clarifai, abandoned:Clarifai, dirty:Clarifai, old:Clarifai, retro:Clarifai, rusty:Clarifai, food:Clarifai, broken:Clarifai, empty:Clarifai, antique:Clarifai, decay:Clarifai, white soap:CloudSight, white bar soap:CloudSight Hybrid, yellow:Google Vision, wall:Google Vision, architecture:Google Vision, room:Google Vision, plumbing fixture:Google Vision, toilet:Google Vision, floor:Google Vision, mold:Google Vision, house:Google Vision, ceiling:Google Vision, staircase:Amazon Rekognition, mat:Amazon Rekognition, doorsill:IBM Visual Recognition, support:IBM Visual Recognition, dry rot:IBM Visual Recognition, fungus:IBM Visual Recognition, dustpan:IBM Visual Recognition, receptacle:IBM Visual Recognition, soil pipe:IBM Visual Recognition, indoors:IBM Visual Recognition, beige color:IBM Visual Recognition, indoor:Microsoft Computer Vision, dirty:Microsoft Computer Vision, building:Microsoft Computer Vision, sitting:Microsoft Computer Vision, old:Microsoft Computer Vision, empty:Microsoft Computer Vision, tiled:Microsoft Computer Vision, hole:Microsoft Computer Vision, stove:Microsoft Computer Vision, man:Microsoft Computer Vision, white:Microsoft Computer Vision, yellow:Microsoft Computer Vision, oven:Microsoft Computer Vision, pizza:Microsoft Computer Vision"","
https://philamuseum.org/images/cad/zoomers/2016-174-1-pma2016.jpg,"""desktop:Clarifai, art:Clarifai, abstract:Clarifai, monochrome:Clarifai, design:Clarifai, graphic:Clarifai, vintage:Clarifai, texture:Clarifai, tree:Clarifai, black and white:Clarifai, leafless tree:CloudSight, close:CloudSight Hybrid, white:Google Vision, leaf:Google Vision, branch:Google Vision, line art:Google Vision, black-and-white:Google Vision, tree:Google Vision, botany:Google Vision, drawing:Google Vision, visual arts:Google Vision, plant:Google Vision, drawing:Amazon Rekognition, art:Amazon Rekognition, sketch:Amazon Rekognition, doodle:Amazon Rekognition, paper:Amazon Rekognition, tangle:IBM Visual Recognition, wiring:IBM Visual Recognition, electrical device:IBM Visual Recognition, study:IBM Visual Recognition, transmission line:IBM Visual Recognition, wire:IBM Visual Recognition, conductor:IBM Visual Recognition, light brown color:IBM Visual Recognition, gray color:IBM Visual Recognition, a bird sitting on a branch:Microsoft Computer Vision, sitting:Microsoft Computer Vision, bird:Microsoft Computer Vision, water:Microsoft Computer Vision, branch:Microsoft Computer Vision, hanging:Microsoft Computer Vision, white:Microsoft Computer Vision, yellow:Microsoft Computer Vision, perched:Microsoft Computer Vision, sign:Microsoft Computer Vision"","
https://philamuseum.org/images/cad/zoomers/1924-36-9-pma.jpg,"""no person:Clarifai, handprint:Clarifai, paper:Clarifai, art:Clarifai, painting:Clarifai, pattern:Clarifai, texture:Clarifai, dirty:Clarifai, desktop:Clarifai, artistic:Clarifai, wear:Clarifai, messy:Clarifai, kanji text:CloudSight, white and red printed textile:CloudSight Hybrid, art:Google Vision, beige:Google Vision, illustration:Google Vision, text:Amazon Rekognition, rug:Amazon Rekognition, art:Amazon Rekognition, paper:Amazon Rekognition, alphabet:Amazon Rekognition, rug:IBM Visual Recognition, floor cover:IBM Visual Recognition, graffiti:IBM Visual Recognition, cookie cutter:IBM Visual Recognition, utensil:IBM Visual Recognition, tapestry:IBM Visual Recognition, fabric:IBM Visual Recognition, packet:IBM Visual Recognition, brick red color:IBM Visual Recognition, a graffiti covered wall:Microsoft Computer Vision, photo:Microsoft Computer Vision, paper:Microsoft Computer Vision, painted:Microsoft Computer Vision, elephant:Microsoft Computer Vision, stop:Microsoft Computer Vision, covered:Microsoft Computer Vision, sitting:Microsoft Computer Vision, fabric:Microsoft Computer Vision, drawn:Microsoft Computer Vision, holding:Microsoft Computer Vision, sign:Microsoft Computer Vision, old:Microsoft Computer Vision, red:Microsoft Computer Vision, graffiti:Microsoft Computer Vision, table:Microsoft Computer Vision, white:Microsoft Computer Vision, man:Microsoft Computer Vision, food:Microsoft Computer Vision"","
